RowID,Suspicion_Score,summary,ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine
615,5,EdgeWebView utility process with complex args,,4688,2026-04-18 17:02:26.857113+00:00,pizza,-,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.8246) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 147.0.3912.72)"" --user-data-dir=""C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2126.5604.40.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=1704,i,7329776564651489111,2684501597550809454,524288 --field-trial-handle=2248,i,3721789041486098375,14154980014578774728,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2252,i,11216975150626847401,15762176662904609549,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2312 /prefetch:11 /pfhostedapp:71605ac00f46126b891160bd09c966621e306630"
616,5,EdgeWebView GPU process with complex args,,4688,2026-04-18 17:02:26.868330+00:00,pizza,-,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.8246) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 147.0.3912.72)"" --user-data-dir=""C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2126.5604.40.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1584,i,3467253657168808988,18313284334589466241,262144 --field-trial-handle=2248,i,3721789041486098375,14154980014578774728,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2252,i,11216975150626847401,15762176662904609549,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2244 /prefetch:2 /pfhostedapp:71605ac00f46126b891160bd09c966621e306630"
617,5,EdgeWebView renderer process with complex args,,4688,2026-04-18 17:02:27.007288+00:00,pizza,-,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.8246) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 147.0.3912.72)"" --user-data-dir=""C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2126.5604.40.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--expose-gc --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --time-ticks-at-unix-epoch=-1776531592133734 --launch-time-ticks=154729830 --ram-no-pressure-read-main-dll --metrics-shmem-handle=3228,i,2442480289757296738,12200781185990844889,2097152 --field-trial-handle=2248,i,3721789041486098375,14154980014578774728,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2252,i,11216975150626847401,15762176662904609549,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3576 /pfhostedapp:71605ac00f46126b891160bd09c966621e306630 /prefetch:1"
618,5,EdgeWebView storage service with complex args,,4688,2026-04-18 17:02:27.012609+00:00,pizza,-,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.8246) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 147.0.3912.72)"" --user-data-dir=""C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2126.5604.40.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=1912,i,8854236102763817692,15496486340480289539,524288 --field-trial-handle=2248,i,3721789041486098375,14154980014578774728,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2252,i,11216975150626847401,15762176662904609549,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=3504 /prefetch:13 /pfhostedapp:71605ac00f46126b891160bd09c966621e306630"
626,5,Edge GPU process with complex arguments,,4688,2026-04-18 17:02:38.559252+00:00,pizza,-,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.26100.8246 --gpu-preferences=SAAAAAAAAADoAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAEIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --ram-no-pressure-read-main-dll --metrics-shmem-handle=8584,i,15569201120847338878,6975960133095770831,262144 --field-trial-handle=1964,i,667698988613141764,16773000852170689376,262144 --variations-seed-version --pseudonymization-salt-handle=2008,i,18115320779837072265,5531604146660850496,4 --trace-process-track-uuid=3190709007863834021 --mojo-platform-channel-handle=8576 /prefetch:10"
663,11,MSI installer from PowerShell temp directory,,4688,2026-04-18 17:03:08.954107+00:00,pizza,-,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\msiexec.exe"" /i C:\Users\pizza\AppData\Local\Temp\wazuh-agent /q WAZUH_MANAGER=192.168.80.142 WAZUH_AGENT_NAME=Normal"
679,8,ICACLS reset permissions ossec-agent directory,,4688,2026-04-18 17:03:15.481007+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\msiexec.exe,"""C:\Windows\SysWOW64\icacls.exe"" ""C:\Program Files (x86)\ossec-agent"" /reset /t"
683,8,ICACLS inheritance level reset ossec-agent,,4688,2026-04-18 17:03:15.608587+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\msiexec.exe,"""C:\Windows\SysWOW64\icacls.exe"" ""C:\Program Files (x86)\ossec-agent"" /inheritancelevel:r /q"
688,8,ICACLS grant admin full ossec-agent,,4688,2026-04-18 17:03:15.820654+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\msiexec.exe,"""C:\Windows\SysWOW64\icacls.exe"" ""C:\Program Files (x86)\ossec-agent"" /grant *S-1-5-32-544:(OI)(CI)F"
692,8,ICACLS grant SYSTEM full ossec-agent,,4688,2026-04-18 17:03:15.895576+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\msiexec.exe,"""C:\Windows\SysWOW64\icacls.exe"" ""C:\Program Files (x86)\ossec-agent"" /grant *S-1-5-18:(OI)(CI)F"
735,12,pizza user added to Administrators group,,4799,2026-04-18 17:03:20.988176+00:00,pizza,Administrators,,
738,12,pizza user added to Administrators group,,4799,2026-04-18 17:03:22.019850+00:00,pizza,Administrators,,
742,13,wazuh-agent spawning powershell querying password policy,,4688,2026-04-18 17:03:24.917656+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""PasswordHistorySize""; Remove-Item $env:TEMP\secpol.cfg"
769,13,wazuh-agent spawning powershell querying password policy,,4688,2026-04-18 17:03:37.633520+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg"
778,13,wazuh-agent spawning powershell querying password policy,,4688,2026-04-18 17:03:39.260700+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg"
785,10,Wazuh agent executing secedit password policy extraction,,4688,2026-04-18 17:03:40.967344+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg"
793,10,Wazuh agent executing secedit password policy extraction,,4688,2026-04-18 17:03:42.587423+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordLength""; Remove-Item $env:TEMP\secpol.cfg"
811,10,Wazuh agent executing secedit lockout policy extraction,,4688,2026-04-18 17:03:47.121096+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""LockoutBadCount""; Remove-Item $env:TEMP\secpol.cfg"
817,10,Wazuh agent executing secedit lockout policy extraction,,4688,2026-04-18 17:03:48.873795+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""LockoutBadCount""; Remove-Item $env:TEMP\secpol.cfg"
852,11,Wazuh agent querying password policy settings,,4688,2026-04-18 17:03:53.957922+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg"
860,11,Wazuh agent querying password policy settings,,4688,2026-04-18 17:03:55.603416+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg"
866,11,Wazuh agent querying password policy settings,,4688,2026-04-18 17:03:57.101400+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg"
872,11,Wazuh agent querying password policy settings,,4688,2026-04-18 17:03:58.658857+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordLength""; Remove-Item $env:TEMP\secpol.cfg"
878,11,Wazuh agent querying lockout policy settings,,4688,2026-04-18 17:04:00.205488+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""LockoutDuration""; Remove-Item $env:TEMP\secpol.cfg"
912,4,User enumeration attempt on non-standard account,,4798,2026-04-18 17:04:18.151102+00:00,DESKTOP-7CV8A7M$,pizza,,
915,6,Wazuh agent executing net user command,,4688,2026-04-18 17:04:18.253084+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user
921,6,Wazuh agent executing net user command,,4688,2026-04-18 17:04:18.325344+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user
928,7,Wazuh agent querying legal notice registry,,4688,2026-04-18 17:04:18.400818+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticetext
931,7,Wazuh agent querying legal notice registry,,4688,2026-04-18 17:04:18.447641+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticecaption
980,7,Auditpol spawning conhost with ForceV1 flag,,4688,2026-04-18 17:04:19.011244+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
984,7,Auditpol spawning conhost with ForceV1 flag,,4688,2026-04-18 17:04:19.046324+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
988,7,Auditpol spawning conhost with ForceV1 flag,,4688,2026-04-18 17:04:19.086426+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
992,7,Auditpol spawning conhost with ForceV1 flag,,4688,2026-04-18 17:04:19.123409+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
996,7,Auditpol spawning conhost with ForceV1 flag,,4688,2026-04-18 17:04:19.160648+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
1054,2,EdgeWebView2 unzip utility process with complex arguments,,4688,2026-04-18 17:05:03.015608+00:00,pizza,-,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.8246) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 147.0.3912.72)"" --user-data-dir=""C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2126.5604.40.0 --embedded-browser-webview=1 --ram-no-pressure-read-main-dll --metrics-shmem-handle=4348,i,10814681042873482819,16840373405684339726,524288 --field-trial-handle=2184,i,3672850769528679215,11075793313131671495,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2188,i,10699698242794209493,15942221150617539207,4 --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=3200 /prefetch:14 /pfhostedapp:71605ac00f46126b891160bd09c966621e306630"
