RowID,Suspicion_Score,summary,TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName
166,4,Process creation with missing critical data,-,2026-04-20 18:07:58.958967+00:00,-,4688,,,
169,4,Process creation with missing critical data,-,2026-04-20 18:07:58.962400+00:00,-,4688,,,
170,3,Process from smss.exe with missing details,-,2026-04-20 18:07:59.421204+00:00,-,4688,C:\Windows\System32\smss.exe,,
171,3,Process from smss.exe with missing details,-,2026-04-20 18:07:59.645664+00:00,-,4688,C:\Windows\System32\smss.exe,,
172,3,Process from smss.exe with missing details,-,2026-04-20 18:07:59.723251+00:00,-,4688,C:\Windows\System32\smss.exe,,
234,9,Upfc.exe boot launchtype with suspicious parameters,-,2026-04-20 18:08:01.150652+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\Upfc.exe /launchtype boot /cv PF0rFyn/oUe5zqw37hhFWw.0,
250,3,Process creation with missing parent and command data,-,2026-04-20 18:08:01.548803+00:00,DESKTOP-A3EGFSV$,4688,,,
252,2,dxgiadaptercache.exe from svchost parent,-,2026-04-20 18:08:01.564203+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",
271,2,AUDIODG.EXE from svchost with hex parameters,-,2026-04-20 18:08:02.158552+00:00,LOCAL SERVICE,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\AUDIODG.EXE 0x0000000000000234 0x0000000000000450,
284,3,ClipRenew.exe from svchost with -e flag,-,2026-04-20 18:08:03.454412+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\ClipRenew.exe"" -e",
316,4,AggregatorHost.exe spawned from svchost,-,2026-04-20 18:08:05.380987+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,AggregatorHost.exe,
318,12,Wazuh agent executing PowerShell security policy export,-,2026-04-20 18:08:05.817617+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""PasswordHistorySize""; Remove-Item $env:TEMP\secpol.cfg",
342,4,SLUI activation with complex command parameters,-,2026-04-20 18:08:08.773390+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\SppExtComObj.Exe,"""C:\WINDOWS\System32\SLUI.exe"" RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=NetworkAvailable",
357,10,PowerShell executing SecEdit security policy export,-,2026-04-20 18:08:10.769129+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\SecEdit.exe"" /export /cfg C:\WINDOWS\TEMP\secpol.cfg",
361,11,Wazuh agent executing PowerShell to extract password policy,-,2026-04-20 18:08:12.187626+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg",
377,11,Wazuh agent executing PowerShell to extract password policy,-,2026-04-20 18:08:14.314281+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg",
385,11,Wazuh agent executing PowerShell to extract password policy,-,2026-04-20 18:08:15.502787+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg",
391,11,Wazuh agent executing PowerShell to extract password policy,-,2026-04-20 18:08:16.652168+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordLength""; Remove-Item $env:TEMP\secpol.cfg",
397,11,Wazuh agent executing PowerShell to extract password policy,-,2026-04-20 18:08:17.790112+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""LockoutDuration""; Remove-Item $env:TEMP\secpol.cfg",
421,9,Wazuh agent executing PowerShell user enumeration query,-,2026-04-20 18:08:22.190367+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell -NoProfile -Command ""[bool](Get-CimInstance -Query 'SELECT * FROM Win32_UserAccount WHERE LocalAccount = TRUE AND SID LIKE ''S-1-5-21-%-501''' | Where-Object -Property Disabled)""",
430,8,Wazuh agent executing net user enumeration command,-,2026-04-20 18:08:23.772396+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,
436,8,Wazuh agent executing net user enumeration command,-,2026-04-20 18:08:23.842617+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,
450,8,Wazuh agent querying audit policy credential validation,-,2026-04-20 18:08:23.970097+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Credential Validation""",
454,8,Wazuh agent querying audit policy application group management,-,2026-04-20 18:08:24.015997+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Application Group Management""",
490,7,Wazuh agent executing auditpol queries,-,2026-04-20 18:08:24.293932+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Other Logon/Logoff Events""",
494,7,Wazuh agent executing auditpol queries,-,2026-04-20 18:08:24.322716+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Special Logon""",
498,7,Wazuh agent executing auditpol queries,-,2026-04-20 18:08:24.353371+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Detailed File Share""",
502,7,Wazuh agent executing auditpol queries,-,2026-04-20 18:08:24.382252+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""File Share""",
506,7,Wazuh agent executing auditpol queries,-,2026-04-20 18:08:24.412302+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Other Object Access Events""",
608,3,Unusual MoUsoCoreWorker from preview packages,-,2026-04-20 18:10:11.907957+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\uus\packages\preview\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",
620,4,Suspicious QuitInfo parameter in command,-,2026-04-20 18:10:54.498932+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,/QuitInfo:00000000000002E0;00000000000002E4; ,
624,3,Failed login attempt for svchost,-,2026-04-20 18:10:57.890106+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
627,3,Failed login attempt for svchost,-,2026-04-20 18:11:02.711624+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
630,3,Failed login attempt for svchost,-,2026-04-20 18:11:05.146358+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
652,5,Unusual user account pizza referenced in event,pizza,2026-04-20 18:11:08.309698+00:00,DESKTOP-A3EGFSV$,4798,,,
701,3,Failed login attempt from svchost process,-,2026-04-20 18:13:49.667988+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
702,3,Failed login attempt from svchost process,-,2026-04-20 18:13:51.822079+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
703,3,Failed login attempt from svchost process,-,2026-04-20 18:13:53.671764+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
704,3,Failed login attempt from svchost process,-,2026-04-20 18:13:55.684879+00:00,DESKTOP-A3EGFSV$,4625,,,C:\Windows\System32\svchost.exe
718,13,Suspicious email account credential usage detected,pizzahuthacker@gmail.com,2026-04-20 18:16:05.137135+00:00,DESKTOP-A3EGFSV$,4648,,,C:\Windows\System32\svchost.exe
719,13,Suspicious email account login detected,pizzahuthacker@gmail.com,2026-04-20 18:16:05.137163+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\svchost.exe
720,13,Suspicious email account login detected,pizzahuthacker@gmail.com,2026-04-20 18:16:05.137177+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\svchost.exe
723,13,Suspicious email account credential usage detected,pizzahuthacker@gmail.com,2026-04-20 18:16:05.170149+00:00,DESKTOP-A3EGFSV$,4648,,,C:\Windows\System32\lsass.exe
724,13,Suspicious email account login detected,pizzahuthacker@gmail.com,2026-04-20 18:16:05.170170+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\lsass.exe
787,2,SLUI activation with RuleId parameters,-,2026-04-20 18:16:16.088570+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\SppExtComObj.Exe,"""C:\WINDOWS\System32\SLUI.exe"" RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=UserLogon;SessionId=1",
818,3,Unusual QuitInfo parameters in command line,pizza,2026-04-20 18:16:17.135868+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,/QuitInfo:0000000000000328;000000000000032C; ,
831,2,Edge crashpad handler with detailed annotations,-,2026-04-20 18:16:20.239742+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\pizza\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\pizza\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\pizza\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=147.0.7727.102 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=147.0.3912.72 --initial-client-data=0x264,0x268,0x26c,0x260,0x23c,0x7ff8f9c80d58,0x7ff8f9c80d64,0x7ff8f9c80d70",
848,2,Edge entity extraction service utility,-,2026-04-20 18:16:21.552219+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=entity_extraction_service.mojom.Extractor --lang=en-US --service-sandbox-type=entity_extraction --onnx-enabled-for-ee --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=5636,i,7143220815902533624,11043700148657128860,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708993808206286 --mojo-platform-channel-handle=5684 /prefetch:14",
849,2,Edge asset store service utility,-,2026-04-20 18:16:21.554331+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=en-US --service-sandbox-type=asset_store_service --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=5652,i,17222469316652066730,10108282964099199037,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=5728 /prefetch:14",
908,5,Copilot proxy launched from svchost with embedding,pizza,2026-04-20 18:17:00.701725+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\Program Files (x86)\Microsoft\Copilot\Application\mscopilot_proxy.exe"" -Embedding",
912,5,Suspicious command line with QuitInfo parameters,-,2026-04-20 18:17:01.250153+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,/QuitInfo:00000000000002E4;0000000000000340; ,
916,6,PowerShell launched from explorer.exe,pizza,2026-04-20 18:17:03.146364+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\explorer.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",
917,6,conhost launched from PowerShell with ForceV1,-,2026-04-20 18:17:03.466879+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,
919,7,whoami.exe executed from PowerShell,-,2026-04-20 18:17:06.436438+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\whoami.exe""",
978,13,New user account creation via net command,-,2026-04-20 18:17:26.985046+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user system a /add",
979,12,Net1 user creation with weak password,-,2026-04-20 18:17:26.994551+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user system a /add,
982,13,New user account creation via net command,-,2026-04-20 18:17:36.554178+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user system44 a /add",
983,12,Net1 user creation with weak password,-,2026-04-20 18:17:36.562893+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user system44 a /add,
985,13,New user account system44 created,system44,2026-04-20 18:17:36.573948+00:00,pizza,4720,,,
1003,12,PowerShell adding system44 to administrators,-,2026-04-20 18:17:50.297600+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators system44 /add",
1004,12,net.exe adding system44 to administrators,-,2026-04-20 18:17:50.308010+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators system44 /add,
1005,11,system44 added to Administrators group,Administrators,2026-04-20 18:17:50.318979+00:00,pizza,4732,,,
1039,11,PowerShell executing runas for system44,-,2026-04-20 18:18:22.807953+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\runas.exe"" /user:system cmd",
1053,11,PowerShell executing runas for system44,-,2026-04-20 18:18:32.427881+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\runas.exe"" /user:system44 cmd",
1071,13,Net user add command by system44,-,2026-04-20 18:18:56.294422+00:00,system44,4688,C:\Windows\System32\cmd.exe,net  user global a /add,
1072,13,Net1 user add command by system44,-,2026-04-20 18:18:56.306700+00:00,system44,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1  user global a /add,
1078,13,Net user add globala command by system44,-,2026-04-20 18:19:11.290247+00:00,system44,4688,C:\Windows\System32\cmd.exe,net  user globala a /add,
1079,13,Net1 user add globala command by system44,-,2026-04-20 18:19:11.301954+00:00,system44,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1  user globala a /add,
1122,3,Conhost spawned from wevtutil with ForceV1 flag,-,2026-04-20 18:19:39.927759+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,
1126,3,Conhost spawned from wevtutil with ForceV1 flag,-,2026-04-20 18:19:40.006414+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,
1130,3,Conhost spawned from wevtutil with ForceV1 flag,-,2026-04-20 18:19:40.048809+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,
1134,3,Conhost spawned from wevtutil with ForceV1 flag,-,2026-04-20 18:19:40.110983+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,
1153,4,Taskkill force killing WmiPrvSE process,-,2026-04-20 18:19:40.690830+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files\Windows Defender\MsMpEng.exe,"C:\WINDOWS\system32\taskkill.exe /f /FI ""MODULES eq protectionmanagement.dll"" /IM WmiPrvSE.exe",
1238,2,SecurityHealthHost spawned by pizza user,pizza,2026-04-20 18:20:07.608732+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,\\?\C:\Windows\System32\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,
1239,2,BackgroundTaskHost spawned by pizza user,pizza,2026-04-20 18:20:07.759777+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",
1254,2,BackgroundTaskHost spawned by pizza user,pizza,2026-04-20 18:20:08.625587+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",
1255,2,RuntimeBroker spawned by pizza user,pizza,2026-04-20 18:20:08.687078+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,
1269,10,Privilege escalation attempt via runas Administrator,-,2026-04-20 18:20:57.577251+00:00,system44,4688,C:\Windows\System32\cmd.exe,runas  /user:Administrator cmd.exe ,
1270,9,Administrator credential validation attempt,Administrator,2026-04-20 18:20:59.447212+00:00,,4776,,,
1271,10,Failed Administrator login after runas,Administrator,2026-04-20 18:20:59.447306+00:00,system44,4625,,,C:\Windows\System32\svchost.exe
1291,11,Privilege escalation attempt via runas,-,2026-04-20 18:21:14.981125+00:00,system44,4688,C:\Windows\System32\cmd.exe,runas  system44 /user:Administrator cmd.exe ,
1312,11,Privilege escalation attempt via runas,-,2026-04-20 18:21:25.516350+00:00,system44,4688,C:\Windows\System32\cmd.exe,runas  system44 /user:Administrator cmd,
1367,14,Scheduled task creation for persistence via cmd,-,2026-04-20 18:23:52.228096+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\schtasks.exe"" /create /tn Updater /tr cmd.exe /sc onlogon /ru SYSTEM",
1371,15,Adding global group to administrators via net,-,2026-04-20 18:23:58.898260+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators global /add",
1372,15,Net1 adding global to administrators group,-,2026-04-20 18:23:58.912647+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators global /add,
1377,15,Adding system2 user to administrators group,-,2026-04-20 18:24:05.437433+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators system2 /add",
1378,15,Net1 adding system2 to administrators,-,2026-04-20 18:24:05.447315+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators system2 /add,
1414,13,PowerShell adding user to administrators group,-,2026-04-20 18:24:54.041067+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators global /add",
1415,13,Net.exe adding global to administrators,-,2026-04-20 18:24:54.048382+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators global /add,
1419,13,PowerShell adding system2 to administrators,-,2026-04-20 18:24:54.095055+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators system2 /add",
1420,13,Net.exe adding system2 to administrators,-,2026-04-20 18:24:54.106035+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators system2 /add,
