ImpersonationLevel,ElevatedToken,SidHistory,CryptoAlgorithms,TestSigning,ClientProcessId,PrimaryGroupId,Workstation,TargetUserName,OldUacValue,ProcessId,LogonGuid,FlightSigning,UserPrincipalName,LoadOptions,KeyType,Timestamp,TargetDomainName,DataDescription,IpPort,PrivilegeList,PuaPolicyId,DeviceDescription,UserParameters,VsmLaunchType,RemoteEventLogging,TargetOutboundUserName,TargetName,PackageSid,ClassId,RemoteCredentialGuard,ScriptPath,TargetSid,HypervisorDebug,LocationInformation,ReturnCode,KeyLength,Identity,TargetInfo,CallerProcessId,RecordNumber,TransmittedServices,PuaCount,ReadOperation,ProviderName,HypervisorLaunchType,HomePath,AccountExpires,SubjectUserName,SamAccountName,EventID,TargetProcessName,DisabledPrivilegeList,EnabledPrivilegeList,MasterKeyId,UserAccountControl,PackageName,Dummy,ParentProcessName,PasswordLastSet,DeviceId,ProfilePath,HomeDirectory,TokenElevationType,VendorIds,ProcessCreationTime,ClientCreationTime,DisableIntegrityChecks,CallerProcessName,TargetUserSid,VirtualAccount,IpAddress,MemberName,Status,CompatibleIds,LogonHours,Schema,TargetLogonGuid,MandatoryLabel,Type,LogonProcessName,Resource,SubjectLogonId,TargetProcessId,AdvancedOptions,RestrictedAdminMode,HypervisorLoadOptions,FailureReason,TargetLogonId,TargetServerName,UserWorkstations,AuthenticationPackageName,AllowedToDelegateTo,Flags,TargetOutboundDomainName,LmPackageName,KernelDebug,KeyFilePath,SubjectUserSid,ConfigAccessPolicy,AlgorithmName,MemberSid,WorkstationName,NewProcessId,CommandLine,NewProcessName,DisplayName,CountOfCredentialsReturned,KeyName,SubStatus,SubjectDomainName,SchemaFriendlyName,ProcessName,LogonType,ProtectedDataFlags,TargetLinkedLogonId,ClassName,NewUacValue,Operation
,,,,,,,,-,,0x0000000000002460,,,,,,2026-04-20 18:00:24.149845+00:00,-,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,pizza,,4688,,,,,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,%%1937,,,,,,S-1-0-0,,,,,,,,,S-1-16-12288,,,,0x00000000000733cf,,,,,,0x0000000000000000,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,0x0000000000002110,"""C:\WINDOWS\system32\wevtutil.exe"" cl system",C:\Windows\System32\wevtutil.exe,,,,,DESKTOP-A3EGFSV,,,,,,,,
,,,,,,,,pizza,,0x0000000000002110,,,,,,2026-04-20 18:00:24.156874+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,pizza,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,pizza,,0x0000000000002110,,,,,,2026-04-20 18:00:24.156883+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,pizza,,4703,,-,SeBackupPrivilege,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,pizza,,0x0000000000002110,,,,,,2026-04-20 18:00:24.167538+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,pizza,,4703,,SeBackupPrivilege,-,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,pizza,,0x0000000000002110,,,,,,2026-04-20 18:00:24.167542+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,pizza,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,,,0x0000000000002110,,,,,,2026-04-20 18:00:24.168566+00:00,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,0x00000000000733cf,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,,,0x0000000000002240,,,,,,2026-04-20 18:00:24.439650+00:00,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,0x00000000000733fe,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,,,,,
,,,,,,,,,,0x0000000000001d38,,,,,,2026-04-20 18:00:27.628323+00:00,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,DESKTOP-A3EGFSV$,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,0x00000000000003e7,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Program Files\Windows Defender\MpCmdRun.exe,,,,,,
,,,,,,,,,,0x0000000000001d48,,,,,,2026-04-20 18:00:27.630829+00:00,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,DESKTOP-A3EGFSV$,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,0x00000000000003e7,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\conhost.exe,,,,,,
,,,,,,,,,,0x0000000000001bfc,,,,,,2026-04-20 18:00:29.851439+00:00,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000001,,,,,,,,,0x00000000000733fe,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\backgroundTaskHost.exe,,,,,,
,,,,,,,,,,0x0000000000001cf0,,,,,,2026-04-20 18:00:29.851713+00:00,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000001,,,,,,,,,0x00000000000733fe,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\backgroundTaskHost.exe,,,,,,
,,,,,,,,-,,0x0000000000002460,,,,,,2026-04-20 18:00:31.446438+00:00,-,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,pizza,,4688,,,,,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,%%1937,,,,,,S-1-0-0,,,,,,,,,S-1-16-12288,,,,0x00000000000733cf,,,,,,0x0000000000000000,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,0x0000000000001528,"""C:\WINDOWS\system32\wevtutil.exe"" cl application",C:\Windows\System32\wevtutil.exe,,,,,DESKTOP-A3EGFSV,,,,,,,,
,,,,,,,,pizza,,0x0000000000001528,,,,,,2026-04-20 18:00:31.455210+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,pizza,,4703,,-,SeSecurityPrivilege,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,pizza,,0x0000000000001528,,,,,,2026-04-20 18:00:31.455212+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,pizza,,4703,,-,SeBackupPrivilege,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,pizza,,0x0000000000001528,,,,,,2026-04-20 18:00:31.458138+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,pizza,,4703,,SeBackupPrivilege,-,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,pizza,,0x0000000000001528,,,,,,2026-04-20 18:00:31.458139+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,pizza,,4703,,SeSecurityPrivilege,-,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,,0x00000000000733cf,,,,,,0x00000000000733cf,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,,,0x0000000000001528,,,,,,2026-04-20 18:00:31.459179+00:00,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,0x00000000000733cf,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\wevtutil.exe,,,,,,
,,,,,,,,-,,0x0000000000000dcc,,,,,,2026-04-20 18:00:34.338362+00:00,-,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,pizza,,4688,,,,,,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,,,,%%1938,,,,,,S-1-0-0,,,,,,,,,S-1-16-4096,,,,0x00000000000733fe,,,,,,0x0000000000000000,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,0x0000000000002260,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --skip-read-main-dll --metrics-shmem-handle=6824,i,14182499647159006810,3446584055099941156,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709009737917719 --mojo-platform-channel-handle=9692 /prefetch:14",C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,,,,DESKTOP-A3EGFSV,,,,,,,,
,,,,,,,,pizza,,0x0000000000000384,,,,,,2026-04-20 18:00:34.375177+00:00,DESKTOP-A3EGFSV,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,DESKTOP-A3EGFSV$,,4688,,,,,,,,C:\Windows\System32\svchost.exe,,,,,%%1938,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,S-1-16-8192,,,,0x00000000000003e7,,,,,,0x00000000000733fe,,,,,,,,,,S-1-5-18,,,,,0x00000000000017c0,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\RuntimeBroker.exe,,,,,WORKGROUP,,,,,,,,
,,,,,,,,,,0x0000000000002460,,,,,,2026-04-20 18:00:34.960791+00:00,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0xc000013a,,,,,,,,,0x00000000000733cf,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,
,,,,,,,,,,0x000000000000265c,,,,,,2026-04-20 18:00:35.000912+00:00,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,pizza,,4689,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,0x00000000000733cf,,,,,,,,,,,,,,,,S-1-5-21-659606535-1042573559-2797446579-1001,,,,,,,,,,,,DESKTOP-A3EGFSV,,C:\Windows\System32\conhost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.483963+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.485718+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.486275+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.486588+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.486702+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.486900+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.488218+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.488316+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
,,,,,,,,DESKTOP-A3EGFSV$,,0x0000000000000c34,,,,,,2026-04-20 18:00:36.488400+00:00,WORKGROUP,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,DESKTOP-A3EGFSV$,,4703,,-,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,0x00000000000003e7,,,,,,0x00000000000003e7,,,,,,,,,,S-1-5-18,,,,,,,,,,,,WORKGROUP,,C:\Windows\System32\svchost.exe,,,,,,
